Gene	FC	Length
Sct	1.1656106	802
Ap3d1	1.1655624	35233
Oit1	1.1655139	29815
Ttc9b	1.1655082	2293
2010012P19Rik	1.1654443	9003
Rttn	1.1654112	159223
Apba3	1.1653845	5074
Mrc2	1.1653261	58496
Ccl11	1.165302	5132
Wfdc5	1.1652627	6415
Helq	1.1652427	36455
4931428F04Rik	1.1651818	9118
Rhd	1.1650852	31636
Cpa1	1.1650703	6145
Slc39a5	1.1650437	5290
Klhl36	1.1649733	14683
Cog4	1.1649375	35627
Scg3	1.1649245	40732
Cldn2	1.1649033	10558
Mmp3	1.1649013	10150
Fam151a	1.1647968	14403
Snrpb	1.1647358	7989
Ttc17	1.1647053	105922
Cdx2	1.1646875	6465
Cib4	1.1646831	60253
Mbd2	1.1646245	57942
Hcst	1.1646028	2141
Ccdc64	1.1645031	83446
Edf1	1.1645011	4235
4930470P17Rik	1.1644742	22599
Rusc1	1.164436	9382
Atp2a1	1.1643772	17250
Wnt16	1.1643628	10295
Tmem191c	1.1643432	6929
Rasa3	1.1643432	110653
Abca2	1.1642443	19837
Arrdc5	1.16422	6173
Lonp1	1.1641	12602
Tank	1.1640459	75586
Pla2r1	1.1640439	135765
Pmel	1.1639563	13980
Olfr672	1.1639079	938
Hoxc10	1.1639045	5097
Cdx1	1.1638577	17337
Nrk	1.163756	96102
Krt33b	1.1637486	6234
Krtap26-1	1.1637448	972
Bcl2l13	1.1636757	56612
Fibp	1.1636575	4414
Shmt1	1.1636086	23614
Plekha3	1.1635776	21547
Rnf220	1.1635704	225589
Slpi	1.1635087	35025
Ivd	1.1634791	20955
Srrm3	1.1633698	67882
Cdh22	1.163238	123346
Birc3	1.1631825	24487
Ucma	1.1630898	9626
Ssbp4	1.1630764	10823
Cblc	1.163056	17928
Llgl2	1.1630388	31731
Kbtbd12	1.1629859	79723
Fahd2a	1.1629282	8350
Atf7	1.1628364	389
Vpreb3	1.1627473	6600
Gnb1	1.1626732	67908
4933440M02Rik	1.1626654	20129
Cbfb	1.1626304	47312
Gtf2b	1.162559	18377
Lrp12	1.1625319	73391
Dnmt3l	1.162435	21675
Panx3	1.1624305	9320
Rtkn2	1.1623302	80170
Hand2	1.1623145	3534
Kel	1.1623105	18009
Cdc42se2	1.1622859	70219
Nop58	1.1622002	27115
Naaladl1	1.1621653	10010
Polr2f	1.1621382	10423
Dnttip2	1.1620911	10855
Des	1.1620694	8250
Phox2a	1.1620182	4853
Gpr160	1.1618884	41242
Tcl1b1	1.1618023	6932
4930555F03Rik	1.1617756	150209
Hhatl	1.1617675	8491
Slc6a5	1.1617674	53710
Ptrh1	1.1617055	14385
Car9	1.161631	6763
Adamtsl1	1.1615156	374470
4930564K09Rik	1.1614748	66933
Rbak	1.16145	8589
Zfp157	1.1614203	19226
Mcts2	1.1614007	792
Grhl2	1.1613587	130533
Zfp426	1.1613393	24197
Dnajc27	1.1612971	27990
Commd2	1.1611525	8811
Gm10302	1.1611339	25600
Abcb11	1.1611315	104332
4930581F22Rik	1.1611307	14194
Kcng4	1.1610973	11826
Fut10	1.1610935	74407
Prss41	1.1610674	7387
Cd7	1.1610236	2671
Ggcx	1.1609972	16404
Slc6a2	1.160911	41588
Rpl37a	1.1609102	2549
Fshr	1.1608807	215723
Sh2d6	1.1608412	7990
4930504O13Rik	1.1608397	6774
Impa2	1.1607473	29893
Igj	1.1607325	7379
Pbrm1	1.1606971	102454
Nipal1	1.1604065	23282
Il24	1.1603577	5380
Cxcr3	1.160346	2734
Ror1	1.1603006	348974
Ighm	1.1602888	1863
Khnyn	1.160152	11812
Gm20484	1.160119	3061
Fbln1	1.1601006	80586
Lmx1a	1.1600915	159502
Dhx8	1.1600624	34439
Zfp955a	1.1600155	13521
Stab2	1.1600115	166827
Tyk2	1.159996	23269
Lemd3	1.1599852	55919
Tnks2	1.1599851	59245
Fbxo46	1.1599402	18402
Hamp	1.1597954	1646
Fuz	1.1597525	6552
Nkx2-9	1.1596816	1895
Mrpl43	1.1596107	1428
Ptms	1.1595713	4265
Mup5	1.1595234	3914
Herc6	1.1594661	84144
Angpt4	1.1594393	34130
Tnn	1.1594249	68546
Tcf7l1	1.1593274	162876
Gm3604	1.1592873	3073
Iqcf5	1.15927	1430
Rrm2	1.1592157	5905
Hgd	1.1591814	51867
Fkbp11	1.1591752	3825
Prop1	1.158952	2945
Trim54	1.158861	20918
Slc38a2	1.1588546	12304
Ush1c	1.1588166	43153
Zfp961	1.1587259	42370
Il11	1.1586239	9802
Trp53inp2	1.1586001	8791
Cog2	1.1585891	31241
Npff	1.1585703	778
Npc1l1	1.1585224	19130
Parg	1.1584954	95601
4933421A08Rik	1.1584435	2166
Pkd2l1	1.1584222	44805
Itprip	1.1584094	24701
Hoxd8	1.1582483	3318
Gas2	1.1582365	132960
Celsr2	1.1581962	24701
Adra2a	1.1581861	3800
Hus1	1.1581576	18054
Snip1	1.1581322	7370
Cdh16	1.1580222	22483
Sun1	1.1580098	49203
2310015B20Rik	1.157963	15026
Glul	1.1579446	9779
Bag1	1.1578959	11883
Rps20	1.1577561	4331
Rgag4	1.157668	4760
Gchfr	1.1576399	4617
Sft2d3	1.1575494	2809
Ccnb1	1.1574545	7920
Zfp395	1.1574527	40254
Slco2a1	1.157329	79362
Gak	1.1573223	60328
BC016548	1.1572778	11401
Abcc1	1.1571895	114179
Il25	1.1571887	3063
Cyp2g1	1.1570084	12270
Gm10638	1.1569839	904
Kcnk7	1.156919	2734
A430033K04Rik	1.156819	25965
Stac2	1.1567748	16839
Rhoh	1.156749	33131
4930425F17Rik	1.1567034	769
Gtpbp2	1.1566114	8338
Foxn4	1.1566106	19643
Adamts6	1.1565409	206890
Slc16a8	1.1564543	3747
Foxa2	1.156435	4092
Ncam2	1.1564147	423588
Wasf3	1.1564101	87426
Qtrt1	1.1564002	8440
Eif3b	1.1563834	24055
Naalad2	1.1563455	81044
Lypd4	1.1562885	5321
Pcbd2	1.1562445	49462
Tspan32	1.1562234	14598
Slc17a9	1.1561419	17017
Vamp3	1.1558691	10663
Wbscr28	1.1557931	5139
Insl6	1.1557881	4009
Nr1d1	1.15578	7401
Gpx4	1.1557701	9273
Sox3	1.1557246	2060
Trim14	1.1557148	42360
Crip3	1.1556779	2850
4933428M09Rik	1.1555463	1781
Mrap	1.1555095	11461
Tspan4	1.1554825	18187
Odf1	1.1554661	7532
Insm2	1.1553771	3101
Nop2	1.1552705	12870
Rnf222	1.1552438	7224
Ak7	1.1552124	76465
Ptpn14	1.1551934	148427
Cd160	1.155147	30588
Dnaic1	1.1551331	68383
Arr3	1.1551117	12996
Cby1	1.1550401	8433
1700011A15Rik	1.1550369	6164
Iars2	1.1548816	44670
Tbcel	1.1548574	95493
Atp6v1c2	1.1548226	44638
Klk5	1.1547506	8912
Chrdl1	1.1547049	108588
Hoxa7	1.154682	7363
Sez6l2	1.1545633	28462
Mylk4	1.1544193	83127
5430421N21Rik	1.1543618	6381
Emd	1.1543379	6861
Cdh5	1.1542586	42877
4930569F06Rik	1.1542144	432
Snrpn	1.1541649	157717
D630023F18Rik	1.1540896	22595
Zscan2	1.1540738	15596
4930500M09Rik	1.1539817	696
Nmur1	1.1539785	1920
Crhr2	1.1539191	42967
Trpc4ap	1.1539155	58113
Nnat	1.1539	2444
Rpl22l1	1.1538458	1916
Nxph4	1.1537954	9086
Ankrd2	1.1537896	9072
Ckmt2	1.1536778	23498
Lrrc26	1.1536521	1265
Prr15l	1.1536341	9726
Kctd11	1.1535994	2720
Kl	1.1535918	41202
Naga	1.1535807	9294
Gm15501	1.1535506	686
Ly9	1.1535501	18786
Slc36a3	1.1535355	26893
Gon4l	1.1535214	133750
Fam168a	1.1535032	134977
Jsrp1	1.1534697	4994
Mlycd	1.1533618	16224
Gas6	1.153361	29161
Treml1	1.1533417	7258
Tmem79	1.1533353	5849
Rho	1.153212	6902
A630095E13Rik	1.1530951	2847
C330006D17Rik	1.152872	377
F7	1.1528158	9775
Angptl4	1.1527607	7825
Odf2	1.1526393	42525
Cox15	1.1526147	19746
Zc3h3	1.1526133	87483
Lingo3	1.1526111	11232
Npy	1.1525788	6797
Ccdc88c	1.1525787	117535
Reps1	1.152506	69294
Eif1	1.1524991	2211
Pou1f1	1.1524727	14403
Gli3	1.1523799	266791
Izumo2	1.1523691	11099
Phospho1	1.1523459	7641
Slc22a2	1.1523052	44276
Mmp20	1.1522588	46737
Il13ra1	1.1521701	59149
Prss44	1.1521683	10529
Rfx1	1.1521175	30156
Mcm10	1.1520495	23077
Gins3	1.152012	11500
Zc3h18	1.1519411	40751
Trim30b	1.1519383	14502
C430042M11Rik	1.1517994	2718
Hnrnph3	1.1517198	9553
Khdc1b	1.1517123	2828
Evpl	1.1515884	17518
Trav9d-3	1.1515498	434
9430020K01Rik	1.1515005	47939
2610507I01Rik	1.1513916	2549
Prtg	1.15138	110017
Spag16	1.1513085	898144
Slc22a1	1.151284	26964
Tinag	1.151253	94083
Ephb4	1.1512479	28560
Zfp954	1.1512065	6762
Nos2	1.1511927	39467
Wfdc15b	1.1511836	7206
Herpud2	1.151119	43706
Hp	1.1510911	4042
Ptger4	1.151085	37526
Crot	1.1510155	31291
Il21r	1.1509823	30141
Vps18	1.150971	9713
Galm	1.150792	57630
4930563D23Rik	1.1507823	2678
Cox5b	1.1507794	1898
BC025446	1.1507102	6067
Gm12406	1.1506097	2038
Cmtm2b	1.150607	8519
Atp6v0d2	1.1505859	45764
Zfp13	1.1505411	23643
Plk1	1.1505227	10438
BC089491	1.1505134	6534
Alg2	1.150461	9266
Sdsl	1.1503935	14624
Gm4117	1.1503849	147706
Pts	1.1502396	7023
Txn1	1.1502002	13038
Mc5r	1.1501492	2127
Upp2	1.150141	225673
Rpl8	1.1501002	2247
Cacng6	1.1500752	10235
Pou5f1	1.1500605	4739
Cml2	1.1499984	3736
Gh	1.1499382	1594
AU015836	1.1499302	6811
Emx2	1.1498566	6667
Kitl	1.1498067	84783
Fezf1	1.1497622	3217
Sprr2a1	1.149713	6650
Alx4	1.1496325	38955
Cyp27a1	1.1494262	24316
Gm9817	1.1494241	2530
5430419D17Rik	1.1493701	76543
Reg3b	1.149366	2581
Dntt	1.149275	30248
Pde4a	1.1492698	47534
E130018N17Rik	1.1489747	1910
Bmp4	1.1489685	7149
Gm9835	1.1489645	425
1700066J24Rik	1.1488705	1492
Zfp612	1.1488427	10417
Siglec1	1.148838	17545
Rab6a	1.1487979	33858
Gm9946	1.1487802	12632
Ubxn10	1.1487641	27330
Spata16	1.1487523	345592
Metrn	1.1487014	2565
Ctla4	1.1486847	28832
Pum1	1.1486686	118243
Kcnc4	1.1486661	20595
Slc14a2	1.148591	62950
4930451I11Rik	1.1484394	1022
Slc7a8	1.1484127	59670
Dennd1c	1.1483833	12454
Slc17a1	1.1483645	27980
Tmem190	1.1483406	1401
Slc18a1	1.1483343	51524
Zbtb37	1.148272	26055
Slc22a6	1.1482475	10303
Zp1	1.1482173	6345
Gckr	1.1481626	29719
Igsf9	1.1480136	17090
Opn3	1.148006	30355
Atp8b3	1.1479038	19539
Slco2b1	1.1478512	53536
Sohlh2	1.1478492	27929
Tcf12	1.1478349	267567
Adam7	1.1478224	36353
Dync1h1	1.1477599	65493
Hbb-bh1	1.1476094	1528
Hps1	1.1475093	24873
Fpr3	1.1474313	83825
Eno1	1.1474084	12158
Cldn18	1.1474018	27806
Rgs16	1.1473885	5119
Pgc	1.1473744	7641
Rab40c	1.1472976	37613
Apoa5	1.1472882	3286
D8Ertd82e	1.14728	52959
4930432K09Rik	1.1472052	20700
Sec22b	1.1471485	22086
2010002M12Rik	1.1471164	23694
Col12a1	1.1470143	119840
Nlrp3	1.1469643	25388
Krt79	1.146947	10992
Psca	1.1469167	2224
Rps13	1.146849	2683
Mad2l1bp	1.1468477	6164
Lsr	1.1468381	25760
Lce1g	1.1467358	2190
Col2a1	1.1467199	29122
Cd52	1.1466346	12634
Ssb	1.1465526	10284
Epn3	1.1465522	10375
Slc6a19	1.1464916	25120
4933416M07Rik	1.1464865	6761
Clcnkb	1.1464356	11661
BC003965	1.1464263	3100
Cd207	1.146425	6650
Habp2	1.1464047	33685
Cant1	1.1463778	12797
Ccdc8	1.1463364	4807
Aym1	1.1461803	527
Prkar2b	1.1461252	102820
Slurp1	1.1460576	1382
Siglece	1.1460187	9091
Wfdc15a	1.1460184	1267
1810062O18Rik	1.1459873	24608
Gm410	1.1458583	26052
Tmem161b	1.1458095	73670
Krtap3-1	1.1457688	603
Tbx3	1.1457375	14055
Dgcr6	1.1457056	18772
Elac2	1.1456672	23031
4931413K12Rik	1.1456062	5106
Ngfr	1.145604	18917
Kcnn2	1.1455095	417019
Alpk3	1.1454412	48012
Irgq	1.14541	7951
Birc7	1.1454017	4987
Rgn	1.1453991	12302
Pla2g5	1.1453956	64238
Hand1	1.145363	4113
Gm11544	1.1453303	734
Ace2	1.1453269	49088
Slain1	1.1452543	54679
Echdc3	1.1452454	24568
Gbf1	1.1452421	134001
Fkbp15	1.1452057	60206
Pkp3	1.1451547	12292
Zc3h7b	1.1451408	51421
Ythdf2	1.1451311	27391
1700128F08Rik	1.1449825	20098
Bnip3	1.1449804	18683
C1qtnf9	1.1449301	12735
Sft2d2	1.1447736	20092
Zfp472	1.1447564	13419
Cd93	1.1445532	6923
B4galnt2	1.1445078	48948
Cox4i2	1.1444571	10864
H2-Ke6	1.1443888	2027
Syt2	1.144321	43849
Trim60	1.144312	20231
E2f4	1.1442883	7706
9930021J03Rik	1.1442459	91587
CIR1	1.1442127	29596
4930527J03Rik	1.1442071	546
Tmem214	1.1439592	9612
Hsp90ab1	1.1439261	5496
Cmtm1	1.1438979	28975
Best2	1.1437932	7206
Tmem174	1.1437923	2432
1700026J12Rik	1.1437874	45131
Tdrd5	1.1436874	48369
Pcdh12	1.143601	17309
Rnf182	1.1435783	55235
Alppl2	1.1435577	3238
Prkcsh	1.143471	11184
Sp7	1.1434543	10245
Ubl5	1.1434005	4262
Rap2a	1.1433936	28750
Rnft1	1.1432656	14368
Cdh15	1.1432531	19431
St3gal1	1.1432076	11485
Krt31	1.1431761	3905
Slfnl1	1.1431139	4430
Mt4	1.1430017	1827
Ccl5	1.142966	4740
Pramel1	1.1429162	5732
Gm9846	1.1428767	343
Prlr	1.1428704	196511
Tuba3a	1.1428292	7768
Fhod1	1.1427728	18790
BC017643	1.1427352	6734
Wars2	1.1427324	98118
Glyr1	1.1426854	36004
Klrg2	1.1426042	10579
Rpain	1.1425925	7620
Cox11	1.1424185	6758
Pdrg1	1.1423944	6537
4933421I07Rik	1.142376	2658
Cst12	1.142336	4185
Plekhh2	1.142291	110247
Gpr146	1.1422881	18673
Ccdc28b	1.1422813	4673
Ddi1	1.142251	1519
Dnase1l2	1.1421144	3024
Myo15	1.1420828	59030
Gabre	1.1420444	18804
Cobll1	1.1420304	151064
Tbata	1.1419487	16887
Pstpip1	1.1418734	38926
Actl6a	1.1418301	18422
Grid2ip	1.141803	34814
4933438K21Rik	1.1416532	5070
Asnsd1	1.1416012	27245
Ch25h	1.1415843	1349
Insc	1.1415567	106686
Ucn	1.1415344	766
Cep76	1.1415325	23939
Aff2	1.1414976	507743
9430037G07Rik	1.1414593	4191
Pcp4	1.1414403	58187
Eif2b1	1.1412379	8918
Foxh1	1.1412019	1664
Zfp408	1.1411598	6122
Prkd2	1.1410426	27527
Tacr2	1.1410407	13552
Pde3a	1.1409868	250082
Gm6682	1.1409653	296
Fhl3	1.1409508	7910
Lalba	1.1408807	2283
Acsm3	1.1408736	26590
Plrg1	1.1408122	16833
Kctd3	1.1407796	36742
Hdac4	1.1407508	2391
Btnl2	1.1407425	14671
Dscc1	1.1406786	14392
Angptl1	1.1406546	22516
Slco1a4	1.1406484	50759
Prdx6b	1.1406282	2884
Bhlhe23	1.1405994	2519
Bola2	1.1405859	1657
Rpl35	1.1405299	4044
Bai2	1.1404849	37763
Pllp	1.140439	21347
Lcn12	1.1404324	3066
Rps7	1.1404316	5106
Adcy4	1.1403475	14984
Fbxo38	1.1402937	44674
Sp5	1.1401724	2806
Fam161a	1.1401297	23257
Cfd	1.1401176	1803
Fitm2	1.1400234	6250
Fkbp14	1.1399553	19740
1700049J03Rik	1.1399344	7242
Meig1	1.1399148	13605
1700054O13Rik	1.1398935	553
Podxl2	1.1398902	32486
Ddx24	1.1398474	17891
Syt8	1.1397737	5546
Nrg2	1.1397275	179701
Ppwd1	1.1397039	23723
Rnf103	1.1396984	31126
5830411N06Rik	1.1394647	52490
2810403A07Rik	1.139447	27139
Gm17509	1.1394411	2374
Trim45	1.1393626	14723
Ghrh	1.1392608	18009
1700029M20Rik	1.1392596	3543
Uso1	1.1392195	64856
Aifm3	1.1391783	17874
Zar1	1.139123	3970
Nkx2-1	1.1389933	4973
Cnga1	1.1389729	39056
Map2k4	1.1389359	100054
Muc5ac	1.1389289	30259
D830044I16Rik	1.1388992	4378
Smr2	1.1388428	22497
Cldn22	1.1387808	993
Bpifa3	1.1386892	8020
Uhrf2	1.138621	63209
Tlr12	1.1385739	3173
Trhr2	1.1385462	3779
Rbp2	1.138527	19234
Rhbdl2	1.1385224	42030
Gde1	1.1384828	17233
Wbp2nl	1.1383919	15574
Nagpa	1.138368	8723
Rbbp5	1.1383084	28298
Drg2	1.1382488	14163
Wdr25	1.138247	134180
Trav12n-2	1.1382157	517
Fmo4	1.13816	20089
Tlr13	1.138159	17289
Mkrn3	1.1380305	2560
Cldn15	1.138011	9242
Cd79b	1.1379719	3421
Robo4	1.1379511	12126
Cct6b	1.1379306	45071
Cdan1	1.1379068	133974
Tmem52	1.137906	1743
Ankrd16	1.1378962	12449
Aimp2	1.1378443	7143
Cd4	1.1378174	23529
Mvp	1.1377555	27761
Myct1	1.1377531	13059
Igkv19-93	1.1377473	467
Slc34a2	1.1377251	33582
Vegfa	1.1377041	15384
1110018N20Rik	1.1377038	4106
Sec14l4	1.1376191	16562
Gja8	1.1376177	7157
Gramd1a	1.1376101	20923
Wfdc12	1.1376017	1377
Fabp4	1.1375564	4229
Pmpca	1.1375562	7783
Azgp1	1.1375327	8712
Clcf1	1.1375217	9252
A230009B12Rik	1.1374995	36839
Psma7	1.1374805	6060
Olfr49	1.1374686	1029
Rcbtb1	1.137334	36056
Fpr-rs3	1.137273	1031
Mrap2	1.1372465	39740
Krt16	1.1372341	2871
Trh	1.1372255	2589
Nxph3	1.137192	4725
Tnfaip1	1.1371838	13482
Sh2d1b1	1.1370447	9393
Prss50	1.137038	6661
Spink2	1.1370331	6364
Cenpp	1.1369841	188728
Slc25a47	1.1369599	5685
Slc39a2	1.1369454	3856
Psmd7	1.1369313	8101
Rem1	1.1368245	8247
Slc5a2	1.13682	6773
Aff4	1.1367967	70997
Zfp266	1.1367896	26349
Pla1a	1.1367856	37020
Sigirr	1.1367446	9371
Cnga4	1.1366656	4170
Pigm	1.136661	7568
Cmtm4	1.1366237	41180
Scml4	1.1366233	100410
Flt1	1.1366115	164407
Larp4b	1.1365769	79181
1700015E13Rik	1.1364869	3322
Adm2	1.1364613	1756
1700109H08Rik	1.136379	12790
Ppara	1.1363583	67836
Gimap3	1.1363571	1430
Otx1	1.1363145	8133
Kcna7	1.1362911	5422
Rab8b	1.1362461	76033
Hsd17b1	1.1362382	2116
Ppm1e	1.1361449	132117
Dym	1.1361427	268194
Niacr1	1.1360017	1937
1700066B19Rik	1.135956	27644
Tnfrsf18	1.135911	2731
Htr3b	1.1359104	29982
Inca1	1.1358986	11794
Mip	1.1358224	5974
Lce1i	1.1358021	1689
Eif4a1	1.1357251	5487
D230004N17Rik	1.1357014	140243
4930404A10Rik	1.1356622	56138
2310026L22Rik	1.135576	475
St3gal6	1.1355556	56118
Dolpp1	1.1355377	8275
4930566N20Rik	1.1355374	1198
Defa-rs1	1.1354244	1133
Pkd2l2	1.1353164	33368
Rab38	1.135242	61193
Psg23	1.1352354	10158
Vsx1	1.1352304	8661
4930579F01Rik	1.1352236	22578
Ccdc63	1.1352208	30917
Gcnt7	1.1352106	8283
H2-Aa	1.1351267	18496
Wdr27	1.1349142	105320
Tgfb3	1.134732	22297
Gmds	1.1347191	519035
Rbmxl2	1.1347075	1471
Tns4	1.1346915	23628
Nxf2	1.1346897	20228
Pou6f2	1.1346574	260940
Trpm4	1.1345556	31148
Fam83g	1.1345105	25860
Gbgt1	1.1344639	8524
Prrx1	1.134404	68594
4933405L10Rik	1.1343334	1865
Npffr2	1.1343328	56311
1700084C06Rik	1.1343049	36638
Secisbp2l	1.1341677	45884
Tpbpa	1.1341596	3243
Ceacam9	1.1341122	4181
4931428L18Rik	1.1340139	81583
Npepl1	1.1338868	12721
Hadhb	1.1337965	29345
Has1	1.1337582	11860
P2ry4	1.1336802	4715
Klrb1c	1.1336418	10730
Ly6f	1.1336398	3813
Flnc	1.1336095	28735
Rasgrp4	1.133585	19107
Wdr24	1.1334412	5103
B3gnt1	1.1334339	2308
Rin1	1.1333902	6263
Ms4a13	1.1333677	27305
Gm17508	1.133346	1858
Phf8	1.1333	113187
Osbpl2	1.1331767	43374
Rab27a	1.1331025	52727
Chd8	1.1330916	39640
CD81	1.133078	15195
Dmrtc1a	1.133069	5471
Pla2g2a	1.1330688	3329
Spink4	1.1330223	11343
Vezt	1.1330179	96652
Apoc1	1.1329807	3174
Pilrb1	1.1329705	5902
Dpep1	1.1329457	15575
Fam178a	1.1329029	52668
Cntnap1	1.1328797	20201
Abhd15	1.1328546	23486
Klhl21	1.1327535	8877
2500002B13Rik	1.1327115	20823
4933415A04Rik	1.132655	2008
Gm10349	1.1326393	864
Myoz2	1.1325206	28784
Prdx5	1.1325154	3409
Accs	1.1325014	16476
Cd46	1.1324805	50963
Gm266	1.1324283	1212
Col6a2	1.1323397	27868
Rilpl2	1.1323186	15101
Cct8	1.1321961	12547
Parvg	1.1321235	18952
Actr1b	1.1321026	15220
Mixl1	1.1320971	3991
Ndst4	1.1320891	320895
Erg	1.1320662	227424
Olfr112	1.1320486	3866
Avp	1.1320168	1934
1700018A04Rik	1.1319684	17021
Pwwp2b	1.1319618	18771
Mypn	1.1319075	88157
1700061G19Rik	1.1318003	13427
Oas3	1.1317248	24563
Gas8	1.1317075	17583
Tmem171	1.1316882	8599
Dcun1d1	1.1316528	44467
4932438H23Rik	1.1316162	41187
Fam73b	1.1316003	21288
Tpk1	1.131579	321277
Cpb2	1.1315229	41264
1700019G17Rik	1.1314961	5833
Med25	1.131494	13018
Abcg8	1.1313595	24031
Nfkbib	1.1313541	9261
0610011F06Rik	1.1312503	10543
Acaa1a	1.1311842	10623
Slc7a9	1.1311256	16999
Kdelr2	1.1310908	17452
Grik2	1.1310742	689306
Cpeb4	1.1310576	63423
Sptlc1	1.1310467	44649
Vgll1	1.1310006	18434
Sh2d2a	1.1309409	8967
Hspbap1	1.1309249	58060
Ccdc14	1.1309202	34578
Ms4a4c	1.130908	22476
Eif2b5	1.1308764	11138
Tmem40	1.1308709	33335
Myh8	1.1308035	31510
Mrpl33	1.1307989	105037
Cys1	1.1306831	15975
1700018A14Rik	1.1306651	710
Stat5a	1.1306037	25818
S1pr4	1.1305472	1229
Scgb3a1	1.1305413	1508
Uros	1.1304946	23829
Abca6	1.1304513	74956
Srpr	1.130378	47798
Pvt1	1.1303614	340109
Cetn1	1.130355	3954
Cd37	1.13035	5483
Cfi	1.1302608	38591
Asb9	1.1302437	33425
Cacng5	1.1302154	40450
Myh4	1.1300318	22634
Snrpf	1.1300287	6677
Notum	1.1300181	7387
Pln	1.1299874	8313
Creb3l3	1.1299852	14550
Il1rl2	1.1299709	40844
Gata1	1.1299508	18811
Mr1	1.1299161	18902
Ifna9	1.129836	572
Dnase2b	1.1296698	191799
Gm839	1.1296505	5072
Rbbp8	1.129604	109931
Il1b	1.1295193	6569
Ypel5	1.129502	14491
Rbm42	1.1293559	9323
Hkdc1	1.1293064	39354
Ppp3cc	1.1292113	71552
Cd163l1	1.1291578	12878
Cenpe	1.1291255	60977
G730013B05Rik	1.1291147	33131
Magee1	1.1290897	3513
Tkt	1.1290454	26363
Rnf187	1.1290109	6628
Tff1	1.1289936	3657
Gbx1	1.1289729	24519
Foxb2	1.1288815	1286
Haghl	1.1288333	5830
Actb	1.1287544	3639
Gm15050	1.128748	1178
Prss54	1.1286808	16322
Mier2	1.1286575	14954
Rnd3	1.1286122	18673
Dyrk3	1.1285756	9793
Galntl5	1.1285638	38837
4930591A17Rik	1.1285536	1946
Oip5	1.1284691	8957
Ttc39a	1.1284223	38122
Rsbn1	1.128359	52516
Tdh	1.128352	16745
Mex3b	1.1283067	4230
Gadl1	1.1281397	167612
Smarcd2	1.1280258	9793
Olfr288	1.1280206	34964
Rab11fip4	1.1280183	106811
Gm7120	1.1280129	7564
Agt	1.1279675	13172
Kcnn4	1.1279655	14946
Wdtc1	1.1279492	61022
Upk3a	1.1279474	5419
Oas1h	1.1278651	12091
Tnfrsf23	1.1278094	20063
Slc36a2	1.1277872	26607
Gabbr1	1.1277608	29101
3110043A19Rik	1.1276886	673
Gm10941	1.1275423	1447
A330048O09Rik	1.1275119	1468
Ifitm5	1.1274666	1276
Rnf186	1.1274135	1253
Psen1	1.1273786	46997
Rab11fip1	1.1272665	35875
Skor1	1.1272539	10791
Mboat7	1.127246	15733
4930521C21Rik	1.1272298	1889
Ifna7	1.1272162	575
Lsm14a	1.1272022	44894
Atrn	1.1271654	123838
Sox2	1.1271496	2456
Mrpl28	1.1271098	3093
Rtp3	1.1270643	4768
Slc52a3	1.1270579	12747
Akr1d1	1.1270539	38642
Gm12689	1.1270515	791
Mcph1	1.1270293	208058
Ensa	1.1270189	7122
Gga3	1.126999	19796
3110021A11Rik	1.1269413	820
Rab25	1.1268446	6271
Aebp1	1.1268396	10141
Tecpr1	1.1268307	29173
Psg28	1.1268003	9517
Tbx21	1.1267854	17260
E230008N13Rik	1.1266655	60464
Kars	1.1266644	17883
Ddx56	1.1265876	8853
Rfwd2	1.1263529	115254
App	1.1263392	219267
Brf2	1.1262444	4800
Cpvl	1.1260585	105283
Kif27	1.1259496	67346
Ly6d	1.1259178	1511
Pfkp	1.1259055	69009
Gm12992	1.1258826	20551
Gigyf1	1.1258223	9054
Cyct	1.125805	6508
Nkx2-3	1.1257973	3566
1810065E05Rik	1.1257045	4913
Pla2g2c	1.1256928	21340
1700029I15Rik	1.1256901	2790
D630024D03Rik	1.1256341	34411
1700020L24Rik	1.1256274	3546
Litaf	1.1255925	106882
Mrs2	1.1255456	27896
Zfp568	1.1255159	44327
Ldhc	1.1255019	16939
Cpn1	1.1253699	30249
Uqcr10	1.12534	2369
Acacb	1.1252167	104226
Gga2	1.1252115	34500
Cdh26	1.1251844	56835
Oas1b	1.1251211	11542
Tpsg1	1.1250695	5169
Tnfrsf8	1.1250561	48027
Zfp865	1.1250328	12762
Wdr75	1.1250094	28453
Trim21	1.1249917	7547
9530046B11Rik	1.1249703	3505
Adam15	1.1248533	11468
Gm10166	1.1248434	603
Evx2	1.1247829	6869
Cryga	1.1247808	2984
S100a1	1.1247094	3358
Ext2	1.124654	126937
Gbp4	1.1245877	23819
Gm11721	1.1245805	5655
Golm1	1.1245583	40788
Ceacam18	1.1244977	14548
Slc25a29	1.1244091	10010
Zdhhc5	1.1243817	27210
Gm12967	1.124379	288
Zfp369	1.1243366	25407
Gm12617	1.1243051	380
Stoml3	1.1242819	19775
Ism1	1.1241965	80403
Flt4	1.1241635	43476
Ptpn12	1.1241493	69266
Sgip1	1.124132	232331
Dcstamp	1.1240591	15002
Gm14133	1.12395	54816
1700018B08Rik	1.123892	11170
Traf6	1.1238358	23240
Ripk3	1.1236826	3861
4930526F13Rik	1.1233934	3442
Spg7	1.1233902	34818
Mtrf1l	1.123352	12023
Pgam5	1.1233189	10783
1700086D15Rik	1.1232834	7981
